"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"fermverd"
"1422";"Melavegur";260;"Einbýli";45900000;6;208,6;220038
"1424";"Ánanaust";101;"Fjölbýli";41500000;3;88,7;467869
"1425";"Hamragerði";700;"Fjölbýli";16800000;3;90,7;185226
"1426";"Lækjarbakki ";801;"Sumarhús";19900000;0;70,2;283476
"1427";"Strandgata";600;"Fjölbýli";13900000;2;65,6;211890
"1429";"Brattagata";900;"Fjölbýli";24900000;8;234,2;106319
"1430";"Fosstún";800;"Einbýli";35900000;4;143,1;250874
"1431";"Gyðufell";111;"Fjölbýli";21900000;2;68,2;321114
"1432";"Eldshöfði";110;"Atvinnuhús";95000000;0;600;158333
"1433";"Torfastaðakot";801;"Sumarhús";24950000;5;84,4;295616
"1434";"Gjáhella";221;"Jörð/Lóð";27000000;0;3850;7013
"1435";"Garðatorg";210;"Fjölbýli";59900000;4;129;464341
"1439";"Fjóluhvammur";220;"Einbýli";64900000;8;260,7;248945
"1441";"Fljótasel";109;"Par/Raðhús";49900000;6;281,7;177139
"1446";"Skólabraut";300;"Atvinnuhús";24800000;1;165;150303
"1447";"Dalsel";109;"Fjölbýli";31500000;5;109,2;288462
"1448";"Hallkelshólar lóð";801;"Sumarhús";17500000;3;60,5;289256
"1450";"Góuholt";400;"Einbýli";28500000;6;184,9;154137
"1451";"Hörðukór ";203;"Fjölbýli";40900000;4;125,2;326677
"1452";"Óseyri";603;"Atvinnuhús";23500000;0;98,1;239551
"1453";"Fljótasel";109;"Par/Raðhús";49900000;6;258,4;193111
"1454";"Vegghamrar";112;"Fjölbýli";30500000;3;92,4;330087
"1455";"Álfabrekka";311;"Sumarhús";19500000;3;46,4;420259
"1456";"Kjarrás";301;"Sumarhús";14700000;3;42,8;343458
"1457";"Túngata";400;"Hæðir";12000000;3;80,5;149068
"1458";"Vesturgata";101;"Einbýli";143000000;12;321,8;444375
"1459";"Fljótasel";109;"Par/Raðhús";49900000;7;258,4;193111
"1460";"Fljótasel ";109;"Par/Raðhús";49900000;7;258,4;193111
"1461";"Geldingsá lóð nr.";601;"Sumarhús";18900000;2;68;277941
"1462";"Geldingsá lóð nr.";601;"Sumarhús";14900000;2;53,9;276438
"1463";"Suðurhella ";222;"Atvinnuhús";26600000;0;179,3;148355
"1464";"Bugðufljót";270;"Jörð/Lóð";59000000;0;10944;5391
"1465";"Ásastígur";845;"Par/Raðhús";25000000;4;112;223214
"1467";"Arkarholt";311;"Sumarhús";11500000;3;48;239583
"1470";"Bjargartangi";270;"Einbýli";69900000;8;245;285306
"1471";"Kópubraut";260;"Einbýli";43500000;4;207,9;209235
"1472";"Kópubraut";260;"Einbýli";43500000;6;207,9;209235
"1473";"Smyrlahraun";220;"Fjölbýli";45900000;5;188,6;243372
"1474";"Þórðarsveigur";113;"Fjölbýli";28000000;2;83;337349
"1475";"Eyrarbraut";825;"Einbýli";34400000;5;231;148918
"1477";"Hraunbær";810;"Par/Raðhús";42300000;4;186,6;226688
"1478";"Lyngháls";110;"Atvinnuhús";54900000;0;317,9;172696
"1479";"Vatnsendahlíð";311;"Sumarhús";34500000;4;83,7;412186
"1480";"Desjamýri";270;"Atvinnuhús";35500000;0;2468;14384
"1481";"Strandvegur";210;"Fjölbýli";55000000;6;137,7;399419
"1483";"Laufengi";112;"Fjölbýli";32000000;4;107,1;298786
"1484";"Gunnlaugsgata ";310;"Einbýli";28500000;4;103,6;275097
"1485";"Hvassaleiti";103;"Fjölbýli";45000000;6;126,3;356295
"1486";"Rjúpnahæð";210;"Einbýli";95000000;7;294;323129
"1489";"Garðabraut";300;"Jörð/Lóð";54900000;5;523;104971
"1490";"Boðagrandi";107;"Fjölbýli";35000000;3;120,8;289735
"1491";"Óðinsgata";101;"Hæðir";30900000;3;70;441429
"1492";"Reykás";110;"Fjölbýli";31500000;3;83,7;376344
"1493";"Ólafsgeisli";113;"Einbýli";71300000;5;204,1;349339
"1494";"Mánatún - Opið Hús";105;"Fjölbýli";52900000;0;134,5;393309
"1495";"Básbryggja";110;"Fjölbýli";49900000;5;148,3;336480
"1496";"Mánatún";105;"Fjölbýli";57700000;0;138,6;416306
"1497";"Skessugil";603;"Fjölbýli";27700000;3;92;301087
"1498";"Hraunbrekkur";311;"Sumarhús";49800000;5;150,6;330677
"1499";"Höfðabrekka";640;"Einbýli";26000000;5;139,9;185847
"1500";"Lækjarbrekka";801;"Sumarhús";32900000;4;106;310377
"1501";"Gljúfrasel";109;"Par/Raðhús";57900000;9;224,5;257906
"1502";"Miðtún";105;"Fjölbýli";32900000;3;94,9;346681
"1503";"Heiðarbraut";801;"Sumarhús";17800000;4;81,3;218942
"1504";"Ásakór";203;"Fjölbýli";47900000;5;171;280117
"1507";"Skeljagrandi";107;"Fjölbýli";38700000;4;127,9;302580
"1508";"Hrólfsskálamelur";170;"Fjölbýli";55000000;3;119,2;461409
"1509";"Hrísmóar";210;"Fjölbýli";27900000;2;70,3;396871
"1510";"Kópavogsbraut";200;"Einbýli";63900000;6;188,7;338633
"1511";"Sumarhús - Þóroddsstaðir";801;"Sumarhús";18900000;4;80,2;235661
"1512";"Andrésbrunnur";113;"Fjölbýli";33900000;3;96,1;352758
"1515";"Holtsvegur";210;"Fjölbýli";47900000;4;131,8;363429
"1516";"Holtsvegur";210;"Fjölbýli";45900000;4;114;402632
"1517";"Garðavegur";220;"Par/Raðhús";61900000;7;250,9;246712
"1518";"Sviðholtsvör ";225;"Einbýli";48800000;6;218;223853
"1519";"Kvíslartunga";270;"Einbýli";50000000;6;430,6;116117
"1520";"Blönduhlíð";105;"Fjölbýli";29500000;3;46;641304
"1521";"Fálkagata";107;"Fjölbýli";26500000;1;42,4;625000
"1522";"Túnbrekka";200;"Fjölbýli";34900000;3;110,7;315266
"1523";"Búlgaría Kamelia Garden Ii Sunny Be";1000;"Fjölbýli";13000000;3;80;162500
"1524";"Flugubakki";270;"Hesthús";12900000;0;36,3;355372
"1525";"Vallarás";110;"Fjölbýli";17900000;2;45,8;390830
"1526";"Hraunbær";110;"Fjölbýli";26500000;3;86,8;305300
"1527";"Hvaleyrarbraut";220;"Atvinnuhús";6200000;0;30;206667
"1528";"Hvaleyrarbraut";220;"Atvinnuhús";12400000;0;60;206667
"1529";"Kambsvegur ";104;"Hæðir";42900000;5;130,4;328988
"1530";"Garðprýði ";210;"Jörð/Lóð";14900000;0;1444;10319
"1531";"Heiðarbyggð";845;"Sumarhús";21900000;5;79,9;274093
"1533";"Öndverðarnes";801;"Sumarhús";26000000;5;81;320988
"1535";"Nökkvavogur";104;"Fjölbýli";24900000;3;59,6;417785
"1536";"Skjólbraut";200;"Hæðir";25900000;2;73,3;353342
"1537";"Holtateigur";600;"Par/Raðhús";41900000;4;136,7;306511
"1538";"Dalsbyggð";210;"Einbýli";84500000;9;330,2;255906
"1539";"Heiðarvegur";800;"Fjölbýli";8200000;2;51,1;160470
"1540";"Selvogsbraut";815;"Par/Raðhús";20500000;3;130,5;157088
"1541";"Heiðarvegur";800;"Fjölbýli";8200000;2;52;157692
"1542";"Eyrargata";820;"Fjölbýli";15000000;2;89,3;167973
"1543";"Norðurbyggð";815;"Par/Raðhús";24500000;4;158,5;154574
"1544";"Eldshöfði";110;"Atvinnuhús";580000;2;374,7;1548
"1547";"Markland";108;"Fjölbýli";24900000;2;48,6;512346
"1548";"Fjóluhvammur";220;"Einbýli";64900000;7;260;249615
"1549";"Ástjörn";800;"Fjölbýli";17500000;3;69,3;252525
"1550";"Rjúpnahæð";210;"Einbýli";88900000;8;295,7;300643
"1551";"Strandgata";735;"Fjölbýli";15900000;5;133,1;119459
"1552";"Strandgata";735;"Fjölbýli";15800000;5;131,1;120519
"1553";"Efstaland";108;"Fjölbýli";37900000;4;79,4;477330
"1555";"Skólabraut";300;"Atvinnuhús";24800000;1;165,9;149488
"1556";"Efsti-dalur Lóð";801;"Sumarhús";15950000;3;42,9;371795
"1558";"Lindargata";101;"Fjölbýli";54900000;3;97,7;561924
"1559";"Mánatún";105;"Fjölbýli";89800000;5;198,3;452849
"1560";"Fluguvellir";210;"Hesthús";24900000;0;121,4;205107
"1561";"Lundargata";600;"Einbýli";38000000;4;120,6;315091
"1562";"Rjúpnabraut";801;"Sumarhús";9800000;0;20;490000
"1563";"Spóahólar ";111;"Fjölbýli";29900000;4;116,3;257094
"1564";"Lokastígur";101;"Fjölbýli";44900000;4;105,2;426806
"1565";"Gljúfrasel";109;"Einbýli";76900000;7;364,1;211206
"1566";"Bragagata";101;"Hæðir";31900000;3;64,3;496112
"1567";"Furugrund";200;"Fjölbýli";33500000;5;94,6;354123
"1568";"Víðilundur";600;"Fjölbýli";22900000;4;97,5;234872
"1569";"Skógarás";110;"Fjölbýli";31500000;2;101,8;309430
"1570";"Tungusel";109;"Fjölbýli";29500000;4;113,4;260141
"1571";"Víðihlíð";105;"Par/Raðhús";72900000;6;281,4;259062
"1572";"Austurvegur";800;"Atvinnuhús";15900000;0;101,9;156035
"1574";"Norðurbakki";220;"Fjölbýli";39900000;3;102,3;390029
"1575";"Mímisvegur";620;"Hæðir";12500000;3;79,7;156838
"1577";"Hellisgata";220;"Fjölbýli";33900000;3;109,1;310724
"1579";"Garðatorg";210;"Fjölbýli";63900000;4;136,2;469163
"1584";"Þingholtsstræti";101;"Fjölbýli";29800000;3;69,2;430636
"1585";"Suðurvangur ";220;"Einbýli";64900000;8;282;230142
"1586";"Frjóakur";210;"Einbýli";149000000;7;358,6;415505
"1589";"Hólmatún";600;"Fjölbýli";33200000;4;97,4;340862
"1591";"Vestmannabraut";900;"Fjölbýli";15500000;3;88,6;174944
"1592";"Bjarkasel";700;"Einbýli";27900000;6;214;130374
"1593";"Hlynsalir";201;"Par/Raðhús";77300000;7;241,8;319686
"1594";"Kórsalir";201;"Fjölbýli";55900000;6;180,7;309353
"1595";"Fífumói";260;"Fjölbýli";18500000;3;85,3;216882
"1596";"Efsti-dalur ";801;"Sumarhús";15950000;3;42,9;371795
"1597";"Eikarlundur";600;"Einbýli";66000000;9;280;235714
"1599";"Vatnsstígur";101;"Fjölbýli";164600000;4;173,5;948703
"1600";"Vatnsstígur";101;"Fjölbýli";154800000;4;173,5;892219
"1601";"Vatnsstígur";101;"Fjölbýli";73000000;3;132,6;550528
"1602";"Vatnsstígur";101;"Fjölbýli";128500000;4;173,6;740207
"1603";"Háagerði";108;"Fjölbýli";27900000;3;55,9;499106
"1604";"Snæfoksstaðir";801;"Sumarhús";42500000;3;63;674603
"1608";"Bæjargil";210;"Par/Raðhús";58500000;5;208,9;280038
"1609";"Vesturgata";230;"Hæðir";10400000;3;66,8;155689
"1610";"Gnitakór,  ";203;"Einbýli";79700000;9;343,8;231821
"1611";"Kistumelur";116;"Jörð/Lóð";58000000;0;10892;5325
"1613";"Hjaltabakki";109;"Fjölbýli";24900000;2;80;311250
"1614";"Sóltún";105;"Fjölbýli";45900000;3;110,8;414260
"1615";"Svöluklettur";310;"Einbýli";34500000;7;225,4;153061
"1618";"Fífumói";260;"Fjölbýli";11800000;2;55,6;212230
"1619";"Flétturimi";112;"Fjölbýli";30900000;3;99,3;311178
"1620";"Naustabryggja";110;"Par/Raðhús";64900000;5;239,2;271321
"1622";"Boðaþing ";203;"Fjölbýli";39900000;3;118,8;335859
"1623";"Selsvellir";240;"Einbýli";25000000;5;174,1;143596
"1624";"Laugavegur";101;"Atvinnuhús";65000000;2;161;403727
"1625";"Laugavegur";101;"Atvinnuhús";60000000;2;148,4;404313
"1626";"Hrísalundur";603;"Fjölbýli";14100000;2;48,5;290722
"1627";"Smiðjuvegur";200;"Atvinnuhús";40000000;0;175,4;228050
"1628";"Ásatún ";600;"Fjölbýli";29500000;3;86;343023
"1629";"Ásatún ";600;"Fjölbýli";24400000;2;67;364179
"1630";"Ásatún";600;"Fjölbýli";29000000;3;86;337209
"1632";"Rúgakur";210;"Fjölbýli";57900000;3;158;366456
"1633";"Kaldakinn";220;"Fjölbýli";26300000;3;74,8;351604
"1634";"Ásatún";600;"Fjölbýli";23200000;2;67;346269
"1636";"Ásatún";600;"Fjölbýli";28700000;3;86;333721
"1638";"Áshamar";900;"Fjölbýli";13400000;2;63;212698
"1639";"Arnarheiði ";810;"Par/Raðhús";37800000;4;130;290769
"1640";"Ásakór";203;"Fjölbýli";39400000;4;110,6;356239
"1641";"Rauðavað";110;"Fjölbýli";33900000;3;95;356842
"1642";"Spóabraut";845;"Sumarhús";29500000;4;63,7;463108
"1643";"Sumarhús til flutnings";801;"Sumarhús";2200000;3;51,5;42718
"1645";"Engihjalli";200;"Fjölbýli";27800000;5;97,4;285421
"1646";"Einidalur";260;"Einbýli";53000000;6;221;239819
"1647";"Eyjavellir";230;"Einbýli";34000000;5;182,8;185996
"1648";"Spánn, Villamartin";1000;"Sumarhús";26000000;4;91;285714
"1650";"Réttarholt";310;"Einbýli";32900000;0;183,7;179096
"1652";"Suðurbraut";220;"Fjölbýli";28900000;3;78,4;368622
"1653";"Fjarðargata";220;"Fjölbýli";49900000;3;127,7;390760
"1654";"Engimýri Iii";601;"Atvinnuhús";68000000;10;284,6;238932
"1655";"Vatnsendahlíð";311;"Sumarhús";24900000;4;66;377273
"1657";"Brimnesvegur";425;"Einbýli";9000000;5;116,9;76989
"1658";"Blikahólar ";111;"Fjölbýli";29900000;3;94;318085
"1662";"Kársnesbraut";200;"Fjölbýli";24900000;2;74,9;332443
"1663";"Aðalstræti";600;"Hæðir";25500000;4;138,8;183718
"1664";"Aðalstræti";600;"Fjölbýli";25500000;5;138,8;183718
"1666";"Þverholt";603;"Einbýli";36900000;6;170,6;216295
"1667";"Suðurtangi";400;"Fjölbýli";7500000;3;123;60976
"1668";"Grundargerði";108;"Hæðir";21900000;2;56,4;388298
"1669";"Lækjargata ";220;"Fjölbýli";49500000;4;152,4;324803
"1670";"Vatnsendahlíð";311;"Sumarhús";23000000;4;85,2;269953
"1671";"Aðalstræti ";600;"Fjölbýli";25500000;3;138;184783
"1674";"Keilusíða";603;"Fjölbýli";18900000;3;68,4;276316
"1675";"Strandgata";410;"Einbýli";10500000;6;156,3;67179
"1676";"Kaplaskjólsvegur";107;"Par/Raðhús";75000000;7;217;345622
"1677";"Eyravegur";800;"Fjölbýli";28900000;0;166,1;173992
"1678";"Eyravegur";800;"Atvinnuhús";89000000;0;627,6;141810
"1679";"Lyngmóar";210;"Fjölbýli";34900000;3;110,5;315837
"1680";"Dverghólar";800;"Par/Raðhús";33900000;4;148;229054
"1681";"Framnesvegur ";230;"Atvinnuhús";39500000;0;570;69298
"1682";"Tungubakki ";109;"Par/Raðhús";48500000;5;188;257979
"1683";"Framnesvegur";230;"Atvinnuhús";39500000;0;683;57833
"1684";"Hjallavegur";425;"Par/Raðhús";4700000;2;73,8;63686
"1685";"Skinnar Þykkvabæ";851;"Sumarhús";14900000;3;99;150505
"1688";"Ránargata ";600;"Hæðir";22900000;4;115;199130
"1689";"Garðatorg";210;"Fjölbýli";49900000;4;116,3;429063
"1690";"Helgamagrastræti";600;"Fjölbýli";24800000;0;84;295238
"1692";"Tjarnarlundur";600;"Fjölbýli";13900000;2;52,2;266284
"1693";"Haukaberg";815;"Einbýli";30900000;4;190;162632
"1694";"Goðasalir";201;"Par/Raðhús";67700000;7;214,3;315912
"1695";"Glæsivellir";240;"Einbýli";54900000;6;283;193993
"1697";"Úlfarsbraut";113;"Par/Raðhús";54500000;6;303;179868
"1698";"Gvendargeisli";113;"Fjölbýli";39600000;4;126,8;312303
"1699";"Hólatún ";600;"Hæðir";26900000;3;83,3;322929
"1700";"Þverholt";230;"Einbýli";43000000;4;175;245714
"1701";"Seljudalur";260;"Par/Raðhús";18000000;4;120;150000
"1703";"Jórusel";109;"Einbýli";74900000;8;326;229755
"1705";"Smiðjuvegur";200;"Atvinnuhús";89900000;0;508,4;176829
"1706";"Borgarhlíð ";603;"Fjölbýli";15700000;2;60,6;259076
"1707";"Lækjasmári";201;"Fjölbýli";44900000;4;113,7;394899
"1708";"Tröllakór";203;"Fjölbýli";35900000;3;100,9;355798
"1710";"Lyngmóar";210;"Fjölbýli";38800000;4;142,3;272663
"1711";"Skipholt";105;"Fjölbýli";39900000;5;108;369444
"1712";"Fitjaás";260;"Einbýli";12000000;0;254,3;47188
"1713";"Fífumói ";260;"Fjölbýli";18500000;3;85,3;216882
"1714";"Njarðargata";230;"Fjölbýli";26000000;5;159,5;163009
"1715";"Klettakór";203;"Fjölbýli";56000000;5;174,2;321470
"1716";"Garðatorg";210;"Fjölbýli";69500000;3;137,4;505822
"1718";"Lyngmóar";210;"Fjölbýli";37800000;4;140,5;269039
"1719";"Suðurhella";221;"Atvinnuhús";26900000;0;179,3;150028
"1720";"Suðurhella";221;"Atvinnuhús";26900000;2;179,3;150028
"1723";"Engjavegur ";800;"Fjölbýli";16300000;3;73,6;221467
"1724";"Frostafold";112;"Fjölbýli";36900000;4;112,9;326838
"1729";"Áshamar";900;"Fjölbýli";18900000;4;99,8;189379
"1730";"Hólagata";245;"Einbýli";36000000;5;188,6;190880
"1731";"Sæbakki";740;"Einbýli";23900000;4;126,7;188635
"1733";"Hlyngerði - Aukaíbúð";108;"Einbýli";95000000;10;321,4;295582
"1734";"Lambaás";311;"Sumarhús";3500000;4;140,2;24964
"1735";"Vallarbraut";300;"Fjölbýli";20900000;3;92,7;225458
"1736";"Reykjavíkurvegur";220;"Atvinnuhús";54800000;12;432;126852
"1737";"Eyrarskógur";301;"Sumarhús";14600000;0;44,4;328829
"1739";"Bíldshöfði";110;"Atvinnuhús";57500000;0;280;205357
"1740";"Grensásvegur";108;"Atvinnuhús";89500000;0;501,5;178465
"1741";"Garðabraut";300;"Atvinnuhús";54900000;5;523;104971
"1742";"Heiðarból";230;"Fjölbýli";13800000;3;68;202941
"1744";"Holtsvegur";210;"Fjölbýli";44900000;4;114,9;390775
"1745";"Urðarmói";800;"Einbýli";49900000;4;193,2;258282
"1746";"Hnoðravellir Útsýnis Video";221;"Einbýli";49500000;5;208,2;237752
"1747";"Holtsvegur";210;"Fjölbýli";42900000;4;112,5;381333
"1748";"Akurhvarf";203;"Fjölbýli";29700000;2;73,7;402985
"1749";"Höfðabyggð B";601;"Sumarhús";14900000;3;40,4;368812
"1750";"Hraungata";210;"Fjölbýli";53900000;4;142,2;379044
"1753";"Skógarsel";109;"Fjölbýli";36500000;2;106,7;342081
"1754";"Illugagata-27";900;"Einbýli";33000000;5;166,5;198198
"1755";"Holtsvegur";210;"Fjölbýli";47900000;3;131,8;363429
"1756";"Hótel Lækur";851;"Atvinnuhús";415000000;27;976,3;425074
"1757";"Galtarvík";301;"Jörð/Lóð";59500000;5;229,8;258921
"1759";"Hrólfsskálamelur";170;"Fjölbýli";59500000;3;117,1;508113
"1760";"Hrólfsskálamelur";170;"Fjölbýli";55500000;3;117,6;471939
"1761";"Hrólfsskálamelur";170;"Fjölbýli";56500000;3;120,6;468491
"1762";"Hrólfsskálamelur";170;"Fjölbýli";62000000;4;134,1;462342
"1766";"Hrólfsskálamelur";170;"Fjölbýli";56500000;3;120,1;470441
"1767";"Hrólfsskálamelur";170;"Fjölbýli";62000000;4;134;462687
"1769";"Móabarð";220;"Fjölbýli";21900000;2;63,8;343260
"1770";"Þjóðólfshagi ";851;"Jörð/Lóð";1500000;0;8000;188
"1771";"Efstaleiti ";103;"Fjölbýli";49100000;5;132,6;370287
"1772";"Lundur  ";200;"Fjölbýli";54800000;3;139,2;393678
"1775";"Heiðarvegur";730;"Einbýli";29800000;7;199,7;149224
"1779";"Desjamýri";270;"Atvinnuhús";35500000;0;207,1;171415
"1789";"Hæðarbyggð";301;"Sumarhús";22500000;4;49,6;453629
"1790";"Bakkastígur";415;"Einbýli";12000000;3;153,4;78227
"1791";"Kvistalundur";801;"Sumarhús";9900000;0;49,1;201629
"1792";"Háaleitisbraut";108;"Fjölbýli";24900000;2;53,5;465421
"1793";"Hraunbær";110;"Fjölbýli";22500000;2;53,9;417440
"1794";"Hraunbær";110;"Fjölbýli";33500000;3;87,5;382857
"1795";"Vogagerði";190;"Einbýli";12900000;2;46,2;279221
"1796";"Austurkór";203;"Jörð/Lóð";19900000;0;840;23690
"1798";"Selvogsbraut";815;"Par/Raðhús";21000000;4;112,7;186335
"1799";"Tjarnarlundur ";600;"Fjölbýli";19900000;4;90,9;218922
"1800";"Grettisból";531;"Atvinnuhús";29000000;0;213,8;135641
"1801";"Vallakór";203;"Fjölbýli";42900000;3;125,9;340747
"1803";"Goðakór";203;"Einbýli";65900000;8;207,7;317285
"1804";"Hvítingavegur";900;"Fjölbýli";36500000;5;181,4;201213
"1805";"Einiberg";220;"Einbýli";58900000;6;203,6;289293
"1806";"Erluás ";221;"Einbýli";84900000;7;332,7;255185
"1808";"Sambyggð";815;"Fjölbýli";13600000;2;66,4;204819
"1809";"Brekkutröð";220;"Atvinnuhús";28000000;1;103,5;270531
"1810";"Línakur";210;"Par/Raðhús";97500000;7;299,6;325434
"1811";"Holtsvegur";210;"Fjölbýli";46900000;4;127,5;367843
"1812";"Urðarbraut";250;"Einbýli";25600000;5;180;142222
"1813";"Faxaból Vatnsveituv. fákur";110;"Hesthús";6000000;0;218;27523
"1818";"Langholt";603;"Einbýli";42500000;4;177;240113
"1820";"Lundeyjarsund";801;"Sumarhús";6800000;3;39,5;172152
"1821";"Holtsvegur";210;"Fjölbýli";45900000;4;124,3;369268
"1822";"Ólafsgeisli";113;"Einbýli";75900000;7;237,8;319176
"1823";"Holtsvegur";210;"Fjölbýli";49900000;4;139,4;357963
"1824";"Hafnargata";230;"Atvinnuhús";55000000;0;298,8;184070
"1825";"Urðarmói";800;"Einbýli";39900000;5;203,1;196455
"1826";"Hlíðarvegur";580;"Fjölbýli";39000000;3;112;348214
"1827";"Hlíðarvegur";580;"Fjölbýli";25000000;3;85;294118
"1828";"Holtsvegur";210;"Fjölbýli";44900000;4;127;353543
"1829";"Holtsvegur";210;"Fjölbýli";47900000;4;138;347101
"1831";"Hafnarstræti";400;"Atvinnuhús";12500000;0;66,4;188253
"1833";"Morastaðir";276;"Sumarhús";23000000;3;55;418182
"1834";"Miklabraut";105;"Fjölbýli";29900000;3;112,1;266726
"1835";"Jódísarstaðir lóð";641;"Sumarhús";15900000;4;45,4;350220
"1836";"Goðhólsbraut Lækkað Verð";801;"Sumarhús";10900000;3;35;311429
"1837";"Hamarstígur";600;"Einbýli";38900000;5;156;249359
"1838";"Móhella";221;"Atvinnuhús";4700000;0;26,3;178707
"1839";"Fífumói";260;"Fjölbýli";11900000;2;46,8;254274
"1840";"Egilsgata";310;"Fjölbýli";26000000;3;116;224138
"1842";"Hestur - Kiðjaberg";801;"Sumarhús";39500000;3;102,2;386497
"1843";"Stapi lóð";801;"Jörð/Lóð";19000000;0;19218;989
"1844";"Hólmatún";225;"Par/Raðhús";49900000;7;160,4;311097
"1845";"Búðavegur";750;"Fjölbýli";5500000;4;84,2;65321
"1847";"Garðatorg";210;"Fjölbýli";48700000;4;100,2;486028
"1848";"Illugagata";900;"Hæðir";27200000;6;158;172152
"1849";"Sigríðarstaðir";601;"Jörð/Lóð";63000000;0;331281,3;190
"1850";"Mánatún";105;"Fjölbýli";87900000;5;172,7;508975
"1852";"Lyngás";210;"Fjölbýli";40400000;4;100;404000
"1853";"Samtún";105;"Fjölbýli";19800000;2;48;412500
"1855";"Kjarrbraut";801;"Sumarhús";22900000;4;74,8;306150
"1857";"Hraunbær";110;"Fjölbýli";31500000;4;108,8;289522
"1858";"Ytri-bægisá";601;"Jörð/Lóð";79000000;0;406077,4;195
"1860";"Holtabraut";540;"Einbýli";27000000;10;275,1;98146
"1861";"Nýbýlavegur";200;"Fjölbýli";41000000;4;127,9;320563
"1864";"Kerhraun C";801;"Sumarhús";11900000;3;41,6;286058
"1866";"Njálsgata";101;"Fjölbýli";33900000;2;58,2;582474
"1867";"Selvík";230;"Atvinnuhús";23500000;0;1882;12487
"1868";"Furugrund";200;"Fjölbýli";28900000;3;72,8;396978
"1869";"Víðivellir";800;"Hæðir";16900000;3;99,4;170020
"1870";"Selvík";230;"Atvinnuhús";23500000;2;160;146875
"1871";"Fjölnisgata ";603;"Atvinnuhús";15900000;0;92;172826
"1874";"Bogatún";850;"Par/Raðhús";29000000;4;162,2;178792
"1875";"Eyjafell";271;"Sumarhús";25500000;4;74,6;341823
"1876";"Kópubraut";260;"Einbýli";4000000;0;199;20101
"1877";"Örk Eyjarfjarðarsveit";601;"Einbýli";55000000;8;313,2;175607
"1878";"Ennishvarf ";203;"Einbýli";144000000;8;541,1;266125
"1879";"Holtsvegur Penthouse";210;"Fjölbýli";64900000;3;100;649000
"1880";"Kjóabraut";845;"Sumarhús";16900000;3;60;281667
"1881";"Þrándarlundur Skeiða Og Gnúpverjahr";801;"Jörð/Lóð";85000000;0;1047000;81
"1882";"Smárarimi";112;"Einbýli";68500000;5;199,9;342671
"1883";"Holtsvegur Penthouse";210;"Fjölbýli";64900000;3;106,1;611687
"1884";"Holtsvegur Penthouse";210;"Fjölbýli";79900000;4;131,8;606222
"1887";"Miðtún";105;"Fjölbýli";28900000;0;83,4;346523
"1888";"Stekkjarsel ";109;"Einbýli";64400000;6;244,2;263718
"1889";"Faxabraut";230;"Fjölbýli";10500000;2;67,4;155786
